year,month,open,high,low,close,volume
2007,7,143.31,148.92,134.15,143.85,274131900
2007,7,138.39,144.18,136.04,143.75,153699800
2007,7,132.38,137.85,128.81,137.73,167314800
2007,7,121.05,133.34,119.3,132.3,160181800
2007,6,124.19,125.09,118.72,122.04,187896100
2007,6,123.28,125.18,120.72,123.0,151788000
2007,6,126.0,126.15,115.4,120.5,243095100
2007,6,118.63,127.61,117.9,124.49,217016500
2007,6,114.45,122.17,112.69,118.4,153802400
2007,5,110.31,115.0,110.05,113.62,130142800
2007,5,109.62,110.64,103.42,110.02,146066600
2007,5,101.08,109.13,101.01,108.74,150509500
2007,5,100.09,101.6,98.55,100.81,93294400
2007,4,91.585,102.5,91.3,99.92,194995300
2007,4,90.57,92.3,89.6,90.97,99060400
2007,4,95.21,95.3,90.0599,90.24,96123000
2007,4,94.14,95.23,93.02,94.68,68508100
2007,3,93.99,96.83,92.23,92.91,145202100
2007,3,90.24,94.36,89.59,93.52,103612500
2007,3,88.07,90.6,87.92,89.59,125896000
2007,3,85.89,88.97,85.76,87.97,112543500
2007,3,89.84,90.0,83.0,85.41,177023800
2007,2,84.65,90.81,84.16,89.07,111754800
2007,2,84.43,85.64,83.63,84.83,92020300
2007,2,84.3,86.51,82.86,83.27,144630100
2007,2,86.3,86.65,83.7,84.75,129342000
2007,1,89.14,89.16,84.99,85.38,195789700
2007,1,95.68,97.6,88.12,88.5,236407700
2007,1,85.96,97.8,85.15,94.62,351865300
2007,1,86.29,86.58,81.9,85.05,104297200
2006,12,82.15,85.4,76.77,84.84,165098200
2006,12,87.625,88.0,81.6,82.2,132770600
2006,12,88.9,90.0,85.53,87.72,141275800
2006,12,91.88,92.33,86.9,88.26,135702300
2006,12,92.51,93.159,89.5,91.32,176202100
2006,11,85.4,93.08,85.2,91.63,85145700
2006,11,83.22,86.3,82.64,85.85,101975600
2006,11,78.95,84.69,78.43,83.12,105298000
2006,11,79.985,81.68,77.79,78.29,89641300
2006,10,79.99,82.6,79.75,80.41,100309200
2006,10,75.19,79.99,73.91,79.95,152711300
2006,10,73.8,76.88,72.6,75.02,100668500
2006,10,75.1,76.16,73.16,74.22,124402600
2006,9,73.81,77.78,73.72,76.98,139347700
2006,9,73.8,76.06,72.58,73.0,132048400
2006,9,72.43,74.98,71.42,74.1,198697600
2006,9,68.97,73.57,68.55,72.52,148230000
2006,9,68.5,68.65,65.12,68.38,119601000
2006,8,67.3,69.05,66.15,68.75,101378700
2006,8,64.05,68.66,63.6,67.91,124205700
2006,8,67.72,69.6,62.58,63.65,166946600
2006,8,66.83,70.0,64.96,68.3,173188800
2006,7,61.26,65.68,60.43,65.59,129889500
2006,7,51.73,61.59,51.65,60.72,224277600
2006,7,55.7,56.49,50.16,50.67,161594300
2006,7,57.52,58.18,54.67,55.4,76627900
2006,6,59.17,59.22,55.41,57.27,124319500
2006,6,57.83,60.17,57.0,58.83,138095800
2006,6,58.83,59.74,56.69,57.56,168037500
2006,6,61.15,61.56,57.15,59.52,151987500
2006,6,63.29,63.3,58.69,61.66,124024100
2006,5,63.87,65.19,61.56,63.549,115205100
2006,5,67.37,68.38,62.82,64.51,138015000
2006,5,72.99,73.8,66.86,67.7,108602500
2006,5,70.78,72.89,69.16,71.89,129763100
2006,4,66.92,71.3,65.5,70.39,126891500
2006,4,66.51,70.0,64.35,67.04,180670900
2006,4,70.24,70.93,65.81,66.469,118478700
2006,4,63.66,72.05,61.05,69.79,292504700
2006,3,60.23,63.61,57.67,62.72,251115600
2006,3,65.21,65.46,59.03,59.96,207018200
2006,3,65.61,68.04,64.11,64.66,141317300
2006,3,67.6,67.72,62.45,63.19,152901500
2006,3,72.02,72.4,67.53,67.72,149463600
2006,2,70.63,73.0,68.0,71.46,112482400
2006,2,66.52,71.01,64.64,70.29,168870800
2006,2,72.16,72.51,62.9,67.31,246569800
2006,2,71.28,76.6,70.87,71.847,151163400
2006,1,76.1,79.56,71.1,72.03,200465100
2006,1,85.7,86.38,75.83,76.089,173816700
2006,1,76.73,86.4,75.74,85.5899,232350700
2006,1,72.332,76.7,72.25,76.3,92168500
2005,12,74.0,75.18,70.34,71.89,75106900
2005,12,71.11,74.49,71.04,73.35,74450300
2005,12,74.87,75.46,70.27,71.11,132209300
2005,12,71.95,74.83,71.49,74.3305,123787400
2005,12,70.72,72.74,67.35,72.63,150510100
2005,11,64.82,69.54,63.72,69.34,69030700
2005,11,61.54,65.88,60.91,64.56,103302000
2005,11,60.85,62.11,59.01,61.54,98440000
2005,11,55.2,62.32,54.75,61.15,153928900
2005,10,55.25,57.56,54.17,54.47,103135800
2005,10,53.98,56.98,51.21,55.66,156771200
2005,10,51.84,54.35,47.87,54.0,261857300
2005,10,54.16,55.35,50.55,51.3,110471500
2005,9,54.03,54.56,50.59,53.61,113653200
2005,9,51.05,53.81,51.05,53.2,109303300
2005,9,51.1,51.63,49.33,51.21,86652400
2005,9,46.69,51.35,46.55,51.31,110713400
2005,9,45.27,47.17,45.26,46.22,62741400
2005,8,46.15,47.12,45.26,45.74,64025700
2005,8,46.48,48.33,45.75,45.83,105114400
2005,8,43.0,46.22,42.61,46.1,75221000
2005,8,42.6,43.5,42.02,42.99,49310100
2005,7,43.99,44.38,42.26,42.65,59298600
2005,7,41.41,44.04,41.07,44.0,86290200
2005,7,38.37,42.01,37.78,41.55,151585900
2005,7,36.6,38.28,36.5,38.25,54405500
2005,7,36.84,38.1,36.12,36.5,73829300
2005,6,37.85,39.78,37.38,37.76,78719000
2005,6,35.89,38.54,35.75,38.31,88955800
2005,6,38.33,38.63,35.52,35.81,108229500
2005,6,40.66,40.76,37.77,38.24,78173600
2005,5,37.85,40.94,37.85,40.56,102627500
2005,5,34.56,37.68,34.53,37.55,105184800
2005,5,37.24,37.45,33.11,34.77,161103400
2005,5,36.21,37.33,36.02,37.24,75873200
2005,4,36.49,37.51,35.22,36.06,122056900
2005,4,35.03,37.74,34.0,35.5,176881200
2005,4,44.22,44.25,35.28,35.35,273426800
2005,4,40.99,44.45,40.16,43.74,96714900
2005,4,42.75,42.96,40.57,40.89,86040900
2005,3,43.29,43.97,42.02,42.5,73395400
2005,3,40.52,43.44,39.52,42.96,126924200
2005,3,42.8,43.25,38.83,40.27,150160300
2005,3,44.68,45.14,41.22,42.81,122158100
2005,2,86.3,89.91,85.29,88.99,89268100
2005,2,83.16,90.88,82.05,86.81,141154500
2005,2,78.93,81.99,76.66,81.21,87500100
2005,2,74.58,79.91,74.51,78.84,83477900
2005,1,70.98,73.98,70.55,73.98,68717800
2005,1,69.74,71.6,69.21,70.49,64010900
2005,1,69.9,74.42,63.3,70.2,199858900
2005,1,64.78,69.63,62.6,69.25,96468600
2004,12,64.64,65.15,62.05,64.4,40084600
2004,12,65.48,66.0,61.6,64.01,54362500
2004,12,65.74,67.5,64.6,64.99,55691700
2004,12,64.31,66.73,62.05,65.15,80607100
2004,12,69.0,69.57,61.75,62.68,103005000
2004,11,58.04,65.76,57.9,64.55,96796300
2004,11,55.08,56.91,54.22,55.17,40952300
2004,11,54.53,55.69,53.38,55.5,41327900
2004,11,52.5,56.11,52.04,54.72,83390800
2004,10,47.19,53.2,46.97,52.4,68839000
2004,10,44.79,48.35,44.7,47.41,68132600
2004,10,38.8,45.75,37.65,45.5,102618300
2004,10,39.01,40.93,38.4,39.06,39498700
2004,10,36.97,39.27,36.83,38.67,34189800
2004,9,36.9,38.87,36.81,37.29,32147000
2004,9,35.86,37.38,34.78,37.14,31673100
2004,9,35.4,36.57,35.23,35.87,25622100
2004,9,34.02,35.99,33.96,35.23,32325400
2004,8,30.86,35.18,30.6,34.35,44269400
2004,8,30.88,31.86,30.35,30.8,32661600
2004,8,29.85,31.54,29.81,30.84,27116500
2004,8,31.18,32.3,29.7,29.78,28392900
2004,7,30.85,33.0,30.78,32.34,28020900
2004,7,32.05,32.71,30.48,30.7,31533300
2004,7,30.01,33.63,28.74,32.2,69994700
2004,7,31.27,31.42,29.95,30.03,21236000
2004,7,33.9,34.19,29.73,31.08,48880700
2004,6,33.1,33.83,32.12,33.7,30670300
2004,6,30.65,33.409,29.5,32.91,45639900
2004,6,29.04,30.97,28.81,30.74,23540700
2004,6,27.79,29.25,27.61,28.78,20551600
2004,5,27.25,28.78,27.11,28.06,22490000
2004,5,26.7,27.5,26.36,27.11,22469500
2004,5,26.27,27.72,25.94,27.06,23004000
2004,5,26.0,27.57,25.5,26.67,26755700
2004,4,27.58,27.635,25.49,25.78,29883100
2004,4,28.12,28.75,27.05,27.7,36663600
2004,4,27.5,29.58,26.31,29.18,61983000
2004,4,27.48,28.37,26.92,27.53,20351800
2004,4,27.4,27.99,26.62,27.5,30249800
2004,3,25.37,27.36,25.22,27.04,39626800
2004,3,27.03,27.35,25.39,25.86,39790000
2004,3,26.79,28.14,25.75,27.56,54879900
2004,3,24.09,27.49,23.6,26.74,53648600
2004,2,22.45,24.02,21.8899,23.92,24940300
2004,2,23.1,23.64,22.21,22.4,16308500
2004,2,22.62,24.1,22.44,23.0,23073500
2004,2,22.46,22.91,21.7,22.71,23571100
2004,1,22.46,23.38,22.19,22.56,22352500
2004,1,22.67,22.97,22.18,22.56,17406800
2004,1,23.16,24.84,22.5,22.72,56743500
2004,1,21.42,24.13,21.42,23.0,42482200
2004,1,20.91,21.75,20.86,21.28,13525100
2003,12,19.65,20.91,19.25,20.78,17263100
2003,12,21.49,21.49,19.62,19.7,32528600
2003,12,20.78,21.34,19.96,20.89,16616600
2003,12,21.04,21.9,20.73,20.85,20040100
2003,11,20.5,21.27,20.249,20.91,17351900
2003,11,21.35,21.37,19.85,20.28,23597500
2003,11,22.45,22.72,21.28,21.46,21413800
2003,11,22.83,23.3,22.45,22.5,26460100
2003,10,22.75,24.0,22.4,22.89,20705700
2003,10,22.6,23.4,22.23,22.6,17897500
2003,10,23.73,25.011,22.41,22.75,44658600
2003,10,21.67,23.81,21.58,23.68,29245700
2003,10,21.49,21.86,20.19,21.69,24837500
2003,9,22.18,22.5,20.149,20.69,27414100
2003,9,22.81,23.05,21.855,22.58,22216300
2003,9,22.48,23.14,22.1,23.1,17253200
2003,9,22.66,23.32,22.4,22.5,16979900
2003,8,20.78,22.85,20.35,22.61,19843300
2003,8,19.86,22.0,19.72,20.88,19736900
2003,8,19.82,20.34,19.46,19.71,16150200
2003,8,20.53,21.5,19.42,19.64,18518900
2003,8,21.5,21.505,20.17,20.73,17716800
2003,7,20.69,21.57,20.2999,21.54,17342700
2003,7,20.01,21.18,19.38,20.859,30286300
2003,7,19.27,20.5,19.13,19.85,19008000
2003,7,18.68,19.55,18.51,19.13,15468100
2003,6,19.301,19.69,18.48,18.73,29983100
2003,6,17.6,19.61,17.45,19.2,28733000
2003,6,16.94,17.95,16.63,17.42,19741900
2003,6,18.1,18.29,17.02,17.15,26741700
2003,5,17.96,18.9,17.53,17.95,24041500
2003,5,18.53,18.65,17.6,18.32,27719600
2003,5,18.15,19.0,17.95,18.8,33005000
2003,5,14.77,18.4,14.75,18.3,96441100
2003,5,13.48,14.59,13.43,14.45,39592000
2003,4,13.13,13.63,12.98,13.35,21303500
2003,4,13.71,13.75,12.72,13.12,43560000
2003,4,14.85,14.95,12.93,13.2,35220200
2003,4,14.34,14.7,14.04,14.41,15609000
2003,3,14.67,14.83,14.3,14.57,13836400
2003,3,14.89,15.15,14.6,15.0,22006000
2003,3,14.51,15.01,14.06,14.78,17979800
2003,3,15.01,15.16,14.31,14.53,13530400
2003,2,14.86,15.09,13.8,15.01,16704100
2003,2,14.75,15.3,14.65,15.0,16304700
2003,2,14.26,14.72,14.06,14.67,18091900
2003,2,14.41,14.93,14.07,14.15,22369000
2003,1,13.68,15.07,13.65,14.36,32124800
2003,1,14.21,14.41,13.56,13.8,17898600
2003,1,14.9,14.9,14.08,14.1,27906500
2003,1,15.03,15.38,14.44,14.72,24158500
2003,1,14.08,14.93,13.84,14.9,12225900
2002,12,14.16,14.81,14.01,14.06,5904000
2002,12,14.81,15.19,13.78,14.14,23046500
2002,12,14.94,15.55,14.65,14.79,19862800
2002,12,15.9,16.1,14.5,14.95,25734400
2002,11,16.03,16.14,15.27,15.5,15534300
2002,11,16.19,16.44,15.01,16.01,21975200
2002,11,15.75,16.41,15.12,15.95,16271700
2002,11,16.5,17.38,15.52,15.84,23752600
2002,11,15.55,16.5,14.96,16.36,24371800
2002,10,14.26,15.45,14.0,15.42,19991500
2002,10,14.55,15.25,13.93,14.34,29734700
2002,10,13.97,14.78,13.36,14.51,29844300
2002,10,14.4,14.63,14.0,14.03,21753400
2002,9,14.76,15.19,14.4,14.72,21140200
2002,9,14.14,15.09,14.12,14.87,28607400
2002,9,14.28,14.6,14.05,14.17,20766200
2002,9,14.49,14.78,14.05,14.38,19738700
2002,8,15.95,15.95,14.51,14.75,18890400
2002,8,15.78,16.25,15.45,15.73,18342300
2002,8,14.9,16.1,14.54,15.81,25286100
2002,8,14.51,15.38,13.97,15.0,22189600
2002,8,14.48,15.51,14.25,14.45,24080600
2002,7,14.75,15.22,13.8,14.34,34365000
2002,7,17.43,18.6,14.53,14.96,51837800
2002,7,18.52,18.79,16.97,17.5,26107200
2002,7,17.71,18.75,16.75,18.74,15867100
2002,6,16.77,17.82,15.98,17.72,32385800
2002,6,20.24,20.63,16.79,16.85,57665200
2002,6,21.48,21.84,18.11,20.1,34513800
2002,6,23.39,23.45,20.93,21.4,30935500
2002,5,23.69,24.44,23.28,23.3,16667500
2002,5,24.57,25.24,23.32,24.15,24595600
2002,5,23.52,25.98,22.94,25.01,28419400
2002,5,23.35,24.52,22.14,23.32,24805500
2002,5,23.16,24.38,23.09,23.51,22108600
2002,4,24.84,24.93,23.0,23.01,20402300
2002,4,25.06,26.17,24.8,24.98,37273500
2002,4,24.16,25.2,23.78,25.06,25098600
2002,4,24.7,25.19,23.28,24.74,22039600
2002,3,24.07,24.09,23.0,23.67,13514800
2002,3,24.95,25.3,23.26,24.09,29638700
2002,3,24.6,25.14,23.88,24.95,20996500
2002,3,23.26,25.09,22.76,24.66,24592700
2002,3,22.85,24.72,20.94,23.45,45054800
2002,2,23.76,23.9,21.45,22.74,27302300
2002,2,23.93,25.24,23.74,23.9,26002000
2002,2,24.32,25.98,23.37,24.03,40714300
2002,2,23.4,24.96,22.72,24.41,31519600
2002,1,22.27,23.51,21.59,23.25,23223400
2002,1,21.01,22.74,20.5,22.17,40582100
2002,1,23.72,24.0,20.26,21.05,36142800
2002,1,22.51,23.95,21.83,23.69,30165400
2001,12,20.9,23.0,20.9,22.43,12279700
2001,12,20.4,21.68,20.19,21.0,21001900
2001,12,22.29,22.99,20.09,20.39,17065600
2001,12,21.06,24.03,20.6,22.54,29868100
2001,11,19.94,21.55,19.88,21.3,26545200
2001,11,19.0,20.2,18.96,19.84,15549300
2001,11,18.66,19.9,17.96,18.97,19482400
2001,11,18.84,20.13,18.53,18.71,25200700
2001,11,18.57,18.86,17.06,18.57,23212400
2001,10,18.21,19.42,17.75,18.67,35451100
2001,10,17.95,18.41,16.96,18.3,28332200
2001,10,15.57,18.08,15.5,18.01,23424000
2001,10,15.49,16.25,14.83,16.14,33409700
2001,9,16.11,16.84,14.93,15.51,33037300
2001,9,16.0,17.72,14.68,15.73,38216400
2001,9,17.0,17.5,16.92,17.37,5515100
2001,9,18.5,19.08,17.2,17.28,22008400
2001,8,18.6,19.3,17.28,18.55,20945500
2001,8,18.14,18.62,17.58,18.57,19989100
2001,8,19.1,19.36,17.97,18.07,20763300
2001,8,19.04,19.7,18.54,19.02,16642800
2001,8,19.12,19.9,18.51,19.5,21797600
2001,7,20.09,20.5,17.85,18.96,31015900
2001,7,24.88,25.22,19.49,19.98,60164900
2001,7,22.09,25.01,20.84,24.85,40585500
2001,7,23.64,24.23,21.72,22.03,14246500
2001,6,22.5,25.1,22.45,23.25,34826100
2001,6,20.41,23.0,19.98,22.26,30821000
2001,6,21.05,21.73,19.35,20.44,33236700
2001,6,21.08,21.7,20.33,21.32,29369600
2001,6,22.32,22.5,19.3,20.89,39143500
2001,5,23.63,24.13,22.5,22.76,28311700
2001,5,22.89,25.5,22.75,23.53,24281200
2001,5,25.62,25.76,22.76,22.85,25158900
2001,5,26.7,27.12,23.96,25.75,33449100
2001,4,24.34,26.29,23.51,26.2,44681300
2001,4,22.09,25.75,19.6,25.04,82827500
2001,4,20.69,23.02,20.06,22.42,24231900
2001,4,22.09,22.66,18.75,20.59,38691700
2001,3,23.13,23.75,21.13,22.07,51363400
2001,3,19.75,23.56,19.37,23.0,51692500
2001,3,19.69,21.37,18.12,19.62,41281400
2001,3,19.37,22.06,19.25,20.25,35348400
2001,3,19.06,20.44,17.19,19.25,32140200
2001,2,19.19,19.94,18.0,18.81,25553200
2001,2,19.06,20.56,18.5,19.0,24922100
2001,2,20.5,21.39,18.69,19.12,41730800
2001,2,19.56,22.5,19.56,20.62,54923100
2001,1,19.06,20.94,18.44,19.56,55151400
2001,1,17.44,19.56,16.5,19.5,56261900
2001,1,16.94,18.5,15.94,17.19,49473600
2001,1,14.88,18.5,14.44,16.37,43234600
2000,12,14.88,15.0,14.19,14.88,26389200
2000,12,14.56,15.25,13.63,15.0,34822200
2000,12,15.19,16.0,14.0,14.06,32873600
2000,12,17.19,17.44,14.0,15.06,57223300
2000,12,19.87,19.94,16.12,17.06,39560200
2000,11,18.59,19.5,18.25,19.31,20562200
2000,11,18.75,20.5,18.25,18.5,32298700
2000,11,22.44,22.62,19.06,19.06,36011000
2000,11,19.12,23.0,18.75,22.25,57267000
2000,10,20.27,20.87,17.5,18.56,62251200
2000,10,22.31,23.25,18.31,19.5,81324100
2000,10,22.62,22.87,19.12,22.06,87962600
2000,10,26.69,26.75,21.0,22.19,132403500
2000,9,52.75,55.5,25.37,25.75,170178100
2000,9,55.25,61.44,50.0,52.19,38582600
2000,9,58.69,60.38,54.25,55.23,26829100
2000,9,62.66,64.12,57.75,58.88,19054100
2000,9,57.25,63.63,57.06,63.44,28355300
2000,8,50.25,57.5,49.63,56.81,23095700
2000,8,47.59,52.44,46.31,50.0,15635900
2000,8,47.88,49.06,45.56,47.69,22025600
2000,8,49.16,51.63,44.25,47.38,18892100
2000,7,52.56,53.25,46.88,48.31,24413000
2000,7,58.25,58.88,51.75,53.56,30323000
2000,7,54.09,60.63,53.75,57.69,28876100
2000,7,52.13,55.19,49.63,54.44,16235600
2000,6,52.5,55.5,51.06,52.38,21464500
2000,6,90.56,103.94,50.31,51.69,24381700
2000,6,96.37,96.44,88.19,91.19,13137300
2000,6,93.31,98.5,89.69,95.75,14973700
2000,6,87.62,99.75,80.37,92.56,25386200
2000,5,93.75,93.75,83.0,86.37,22673700
2000,5,108.06,109.06,93.37,94.0,23499300
2000,5,112.09,113.69,98.75,107.62,16551700
2000,5,124.87,126.25,110.56,113.12,14607300
2000,4,115.0,128.75,114.75,124.06,15878200
2000,4,109.5,130.25,109.06,118.87,18238900
2000,4,131.69,132.75,104.87,111.87,25827400
2000,4,135.5,139.5,116.75,131.75,17398400
2000,3,137.63,144.75,125.44,135.81,13759100
2000,3,123.5,150.38,121.62,138.69,20591900
2000,3,122.12,126.5,114.0,125.0,16600800
2000,3,126.0,129.13,118.25,125.75,11429700
2000,3,110.12,132.06,108.37,128.0,21508200
2000,2,110.12,119.12,106.69,110.37,13580100
2000,2,109.31,119.94,108.62,111.25,15664900
2000,2,108.0,117.12,105.94,108.75,14859900
2000,2,101.0,110.0,94.5,108.0,21289500
2000,1,108.44,114.19,100.62,101.62,18470300
2000,1,101.0,121.5,100.44,111.31,30213200
2000,1,102.0,102.25,86.5,100.44,29872700
